"","Dim.1","Dim.2","nome","partido","uf.x","id_dep","condicao","matricula","idParlamentar","nome.y","nomeParlamentar","urlFoto","sexo","uf.y","partido.y","gabinete","fone","email","none","destaque","destaque_ministros","destaque_bancada_bala","destaque_bancada_humanista","destaque_bancada_evangelica","destaque_bancada_ruralista","destaque_bancada_sindical","destaque_cassacao","destaque_pb","destaque_partido","destaque_cassacao_partido","destaque_cassacao_pt","destaque_cunha"
"11",-0.249611259254076,0.0623392816549342,"Afonso Motta","pdt","RS",178835,"Titular",490,5830619,"AFONSO ANTUNES DA MOTTA","AFONSO MOTTA","http://www.camara.gov.br/internet/deputado/bandep/178835.jpg","masculino","RS","PDT",711,"3215-5711","dep.afonsomotta@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"12",-0.394725414354558,-0.131969601497377,"Aguinaldo Ribeiro","pp","PB",160527,"Titular",129,5830568,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO","http://www.camara.gov.br/internet/deputado/bandep/160527.jpg","masculino","PB","PP",735,"3215-5735","dep.aguinaldoribeiro@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"PB","outros","não assinaram","outros partidos",FALSE
"13",-0.0738482066310852,-0.0590188929989267,"Alan Rick","prb","AC",178836,"Titular",53,5830326,"ALAN RICK MIRANDA","ALAN RICK","http://www.camara.gov.br/internet/deputado/bandep/178836.jpg","masculino","AC","PRB",650,"3215-5650","dep.alanrick@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"14",-0.12966371444461,-0.295011105000862,"Alberto Filho","pmdb","MA",160582,"Titular",548,5830840,"JOSÉ ALBERTO OLIVEIRA VELOSO FILHO","ALBERTO FILHO","http://www.camara.gov.br/internet/deputado/bandep/160582.jpg","masculino","MA","PMDB",350,"3215-5350","dep.albertofilho@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","pmdb","não assinaram","outros partidos",FALSE
"15",0.730687130399618,0.0126850085265346,"Alberto Fraga","dem","DF",73579,"Titular",410,5830472,"JOÃO ALBERTO FRAGA SILVA","ALBERTO FRAGA","http://www.camara.gov.br/internet/deputado/bandep/73579.jpg","masculino","DF","DEM",511,"3215-5511","dep.albertofraga@camara.gov.br",NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"16",0.298679765856935,-0.126896579494007,"Alceu Moreira","pmdb","RS",160559,"Titular",486,5830689,"ALCEU MOREIRA DA SILVA","ALCEU MOREIRA","http://www.camara.gov.br/internet/deputado/bandep/160559.jpg","masculino","RS","PMDB",238,"3215-5238","dep.alceumoreira@camara.gov.br",NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","pmdb","não assinaram","outros partidos",FALSE
"17",-0.543856589044714,0.585472332413858,"Alessandro Molon","s.part.","RJ",160511,"Titular",287,5830329,"ALESSANDRO LUCCIOLA MOLON","ALESSANDRO MOLON","http://www.camara.gov.br/internet/deputado/bandep/160511.jpg","masculino","RJ","REDE",652,"3215-5652","dep.alessandromolon@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Demais estados","outros","outros","outros partidos",FALSE
"18",0.411410477574547,0.026196860398561,"Alexandre Baldy","psdb","GO",178875,"Titular",416,5830373,"ALEXANDRE BALDY DE SANT'ANNA BRAGA","ALEXANDRE BALDY","http://www.camara.gov.br/internet/deputado/bandep/178875.jpg","masculino","GO","PSDB",441,"3215-5441","dep.alexandrebaldy@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","psdb","não assinaram","outros partidos",FALSE
"19",0.604675426821567,-0.0202960567003355,"Alexandre Leite","dem","SP",160545,"Titular",334,5830381,"ALEXANDRE LEITE DA SILVA","ALEXANDRE LEITE","http://www.camara.gov.br/internet/deputado/bandep/160545.jpg","masculino","SP","DEM",841,"3215-5841","dep.alexandreleite@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"20",0.300669290744933,0.0248562667752463,"Alexandre Serfiotis","psd","RJ",178833,"Titular",284,5830747,"ALEXANDRE AUGUSTUS SERFIOTIS","ALEXANDRE SERFIOTIS","http://www.camara.gov.br/internet/deputado/bandep/178833.jpg","masculino","RJ","PSD",554,"3215-5554","dep.alexandreserfiotis@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"21",-0.204876644688982,-0.132876802343683,"Alexandre Valle","prp","RJ",178936,"Titular",285,5830436,"ALEXANDRE VALLE CARDOSO","ALEXANDRE VALLE","http://www.camara.gov.br/internet/deputado/bandep/178936.jpg","masculino","RJ","PRP",587,"3215-5587","dep.alexandrevalle@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"22",-0.0738823352500007,-0.161903980378716,"Alex Canziani","ptb","PR",73458,"Titular",445,5830426,"ALEX CANZIANI SILVEIRA","ALEX CANZIANI","http://www.camara.gov.br/internet/deputado/bandep/73458.jpg","masculino","PR","PTB",842,"3215-5842","dep.alexcanziani@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"23",0.629441273125898,0.313984815298127,"Alex Manente","pps","SP",178972,"Titular",331,5830591,"ALEX SPINELLI MANENTE","ALEX MANENTE","http://www.camara.gov.br/internet/deputado/bandep/178972.jpg","masculino","SP","PPS",245,"3215-5245","dep.alexmanente@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"24",0.438234196568525,-0.0810375010331402,"Alfredo Kaefer","psdb","PR",141454,"Titular",451,5830645,"JACOB ALFREDO STOFFELS KAEFER","ALFREDO KAEFER","http://www.camara.gov.br/internet/deputado/bandep/141454.jpg","masculino","PR","PSDB",818,"3215-5818","dep.alfredokaefer@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","psdb","não assinaram","outros partidos",FALSE
"25",-0.28980089299462,-0.0997530339420716,"Alfredo Nascimento","pr","AM",178846,"Titular",36,5830771,"ALFREDO PEREIRA DO NASCIMENTO","ALFREDO NASCIMENTO","http://www.camara.gov.br/internet/deputado/bandep/178846.jpg","masculino","AM","PR",401,"3215-5401","dep.alfredonascimento@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"26",-0.620456453705753,0.560792109656069,"Alice Portugal","pcdob","BA",74057,"Titular",180,5830470,"ALICE MAZZUCO PORTUGAL","ALICE PORTUGAL","http://www.camara.gov.br/internet/deputado/bandep/74057.jpg","feminino","BA","PCdoB",420,"3215-5420","dep.aliceportugal@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"27",-0.213099315292986,0.605197183972195,"Aliel Machado","s.part.","PR",178927,"Titular",441,5830336,"ALIEL MACHADO BARK","ALIEL MACHADO","http://www.camara.gov.br/internet/deputado/bandep/178927.jpg","masculino","PR","REDE",480,"3215-5480","dep.alielmachado@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"28",-0.203062874283254,-0.245591578979477,"Altineu Côrtes","pr","RJ",178937,"Titular",286,5830582,"ALTINEU CÔRTES FREITAS COUTINHO","ALTINEU CÔRTES","http://www.camara.gov.br/internet/deputado/bandep/178937.jpg","masculino","RJ","PR",578,"3215-5578","dep.altineucortes@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"29",-0.420010631487086,-0.145206345781493,"Aluisio Mendes","psdc","MA",178881,"Titular",68,5830565,"ALUISIO GUIMARAES MENDES FILHO","ALUISIO MENDES","http://www.camara.gov.br/internet/deputado/bandep/178881.jpg","masculino","MA","PSDC",931,"3215-5931","dep.aluisiomendes@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"30",-0.619509851070802,0.306498005751232,"Ana Perugini","pt","SP",178973,"Titular",332,5830779,"ANA LUCIA LIPPAUS PERUGINI","ANA PERUGINI","http://www.camara.gov.br/internet/deputado/bandep/178973.jpg","feminino","SP","PT",436,"3215-5436","dep.anaperugini@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Demais estados","pt","pt","assinaram",FALSE
"31",-0.228044793410944,-0.266180962090238,"Anderson Ferreira","pr","PE",160551,"Titular",142,5830422,"ANDERSON FERREIRA RODRIGUES","ANDERSON FERREIRA","http://www.camara.gov.br/internet/deputado/bandep/160551.jpg","masculino","PE","PR",450,"3215-5450","dep.andersonferreira@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"32",-0.36585920907845,-0.172660909321271,"André Abdon","prb","AP",178831,"Titular",9,5830650,"ANDRE DOS SANTOS ABDON","ANDRÉ ABDON","http://www.camara.gov.br/internet/deputado/bandep/178831.jpg","masculino","AP","PRB",831,"3215-5831","dep.andreabdon@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"33",-0.188692051881852,0.0929138179942244,"André Figueiredo","pdt","CE",133439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"34",-0.118698301851797,-0.319973277655089,"André Fufuca","pen","MA",178882,"Titular",72,5830768,"ANDRE LUIS CARVALHO RIBEIRO","ANDRÉ FUFUCA","http://www.camara.gov.br/internet/deputado/bandep/178882.jpg","masculino","MA","PEN",945,"3215-5945","dep.andrefufuca@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"35",0.0903193112890338,-0.148612476758385,"Andre Moura","psc","SE",160543,"Titular",174,5830799,"ANDRÉ LUIS DANTAS FERREIRA","ANDRE MOURA","http://www.camara.gov.br/internet/deputado/bandep/160543.jpg","masculino","SE","PSC",846,"3215-5846","dep.andremoura@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"36",-0.65865017029975,0.204334459087516,"Andres Sanchez","pt","SP",178974,"Titular",341,5830481,"ANDRES NAVARRO SANCHEZ","ANDRES SANCHEZ","http://www.camara.gov.br/internet/deputado/bandep/178974.jpg","masculino","SP","PT",939,"3215-5939","dep.andressanchez@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","pt","não assinaram","não assinaram",FALSE
"37",-0.662830848586175,0.341564417954022,"Angelim","pt","AC",178837,"Titular",52,5830541,"RAIMUNDO ANGELIM VASCONCELOS","ANGELIM","http://www.camara.gov.br/internet/deputado/bandep/178837.jpg","masculino","AC","PT",543,"3215-5543","dep.angelim@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Demais estados","pt","pt","assinaram",FALSE
"38",-0.155370098463861,-0.237764133402278,"Aníbal Gomes","pmdb","CE",74212,"Titular",87,5830497,"ANÍBAL FERREIRA GOMES","ANÍBAL GOMES","http://www.camara.gov.br/internet/deputado/bandep/74212.jpg","masculino","CE","PMDB",731,"3215-5731","dep.anibalgomes@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","pmdb","não assinaram","outros partidos",FALSE
"39",-0.142593125045658,-0.0977259984092184,"Antonio Balhmann","pros","CE",74213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"40",-0.106367337982182,-0.175099182940585,"Antonio Brito","ptb","BA",160553,"Titular",189,5830609,"ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO","ANTONIO BRITO","http://www.camara.gov.br/internet/deputado/bandep/160553.jpg","masculino","BA","PTB",479,"3215-5479","dep.antoniobrito@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"41",-0.37130298505633,-0.215238883169847,"Antonio Bulhões","prb","SP",141383,"Titular",333,5830625,"ANTONIO CARLOS MARTINS DE BULHÕES","ANTONIO BULHÕES","http://www.camara.gov.br/internet/deputado/bandep/141383.jpg","masculino","SP","PRB",327,"3215-5327","dep.antoniobulhoes@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"42",0.256377283005231,0.0199133001215863,"Antonio Carlos Mendes Thame","psdb","SP",73584,"Suplente",519,5830802,"ANTONIO CARLOS DE MENDES THAME","ANTONIO CARLOS MENDES THAME","http://www.camara.gov.br/internet/deputado/bandep/73584.jpg","masculino","SP","PSDB",915,"3215-5915","dep.antoniocarlosmendesthame@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","psdb","não assinaram","outros partidos",FALSE
"43",0.585882225475521,-0.0100933049367821,"Antonio Imbassahy","psdb","BA",160530,"Titular",191,5830702,"ANTONIO JOSÉ IMBASSAHY DA SILVA","ANTONIO IMBASSAHY","http://www.camara.gov.br/internet/deputado/bandep/160530.jpg","masculino","BA","PSDB",810,"3215-5810","dep.antonioimbassahy@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","psdb","não assinaram","outros partidos",FALSE
"44",0.228913402503469,0.147199493845475,"Antônio Jácome","pmn","RN",178950,"Titular",121,5830587,"ANTONIO JACOME DE LIMA JUNIOR","ANTÔNIO JÁCOME","http://www.camara.gov.br/internet/deputado/bandep/178950.jpg","masculino","RN","PMN",230,"3215-5230","dep.antoniojacome@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"45",-0.0888579489329218,-0.0246822012068358,"Ariosto Holanda","s.part.","CE",74103,"Suplente",555,5830847,"FRANCISCO ARIOSTO HOLANDA","ARIOSTO HOLANDA","http://www.camara.gov.br/internet/deputado/bandep/74103.jpg","masculino","CE","PROS",940,"3215-5940","dep.ariostoholanda@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"46",-0.604998780288037,0.234423926191042,"Arlindo Chinaglia","pt","SP",73433,"Titular",336,5830761,"ARLINDO CHIGNALIA JUNIOR","ARLINDO CHINAGLIA","http://www.camara.gov.br/internet/deputado/bandep/73433.jpg","masculino","SP","PT",4,"3215-5966","dep.arlindochinaglia@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Demais estados","pt","não assinaram","não assinaram",FALSE
"47",0.518085531836991,0.242041453862895,"Arnaldo Faria de Sá","ptb","SP",73434,"Titular",337,5830487,"ARNALDO FARIA DE SÁ","ARNALDO FARIA DE SÁ","http://www.camara.gov.br/internet/deputado/bandep/73434.jpg","masculino","SP","PTB",929,"3215-5929","dep.arnaldofariadesa@camara.gov.br",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"48",0.224443076228202,0.472493698025309,"Arnaldo Jordy","pps","PA",160602,"Titular",18,5830744,"ARNALDO JORDY FIGUEIREDO","ARNALDO JORDY","http://www.camara.gov.br/internet/deputado/bandep/160602.jpg","masculino","PA","PPS",506,"3215-5506","dep.arnaldojordy@camara.gov.br",NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"Demais estados","outros","outros","outros partidos",FALSE
"49",-0.203738592431208,-0.32855232895571,"Arnon Bezerra","ptb","CE",74291,"Titular",90,5830664,"JOSÉ ARNON CRUZ BEZERRA DE MENEZES","ARNON BEZERRA","http://www.camara.gov.br/internet/deputado/bandep/74291.jpg","masculino","CE","PTB",413,"3215-5413","dep.arnonbezerra@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"50",-0.105234619037765,-0.356888666763184,"Arthur Lira","pp","AL",160541,"Titular",162,5830321,"ARTHUR CÉSAR PEREIRA DE LIRA","ARTHUR LIRA","http://www.camara.gov.br/internet/deputado/bandep/160541.jpg","masculino","AL","PP",942,"3215-5942","dep.arthurlira@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"51",0.41375267237418,-0.00300127706724842,"Arthur Oliveira Maia","s.part.","BA",160600,"Titular",192,5830788,"ARTHUR DE OLIVEIRA MAIA DA SILVA","ARTHUR OLIVEIRA MAIA","http://www.camara.gov.br/internet/deputado/bandep/160600.jpg","masculino","BA","SD",830,"3215-5830","dep.arthuroliveiramaia@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"52",0.76855036081068,0.0765056126904739,"Arthur Virgílio Bisneto","psdb","AM",178847,"Titular",37,5830441,"ARTHUR VIRGILIO DO CARMO RIBEIRO BISNETO","ARTHUR VIRGÍLIO BISNETO","http://www.camara.gov.br/internet/deputado/bandep/178847.jpg","masculino","AM","PSDB",583,"3215-5583","dep.arthurvirgiliobisneto@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","psdb","não assinaram","outros partidos",FALSE
"53",-0.498254826951009,0.13574535573818,"Assis Carvalho","pt","PI",159237,"Titular",111,5830359,"FRANCISCO DE ASSIS CARVALHO GONÇALVES","ASSIS CARVALHO","http://www.camara.gov.br/internet/deputado/bandep/159237.jpg","masculino","PI","PT",909,"3215-5909","dep.assiscarvalho@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Demais estados","pt","não assinaram","não assinaram",FALSE
"54",-0.485476305173483,0.156910552190613,"Assis do Couto","pt","PR",74378,"Titular",443,5830386,"ASSIS MIGUEL DO COUTO","ASSIS DO COUTO","http://www.camara.gov.br/internet/deputado/bandep/74378.jpg","masculino","PR","PT",428,"3215-5428","dep.assisdocouto@camara.gov.br",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"Demais estados","pt","pt","assinaram",FALSE
"55",-0.115206843438348,-0.349984915608886,"Átila Lins","psd","AM",74090,"Titular",38,5830571,"ÁTILA SIDNEY LINS ALBUQUERQUE","ÁTILA LINS","http://www.camara.gov.br/internet/deputado/bandep/74090.jpg","masculino","AM","PSD",730,"3215-5730","dep.atilalins@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"56",-0.0627762075436258,0.0440755222425214,"Átila Lira","psb","PI",74459,"Titular",109,5830530,"ÁTILA FREITAS LIRA","ÁTILA LIRA","http://www.camara.gov.br/internet/deputado/bandep/74459.jpg","masculino","PI","PSB",640,"3215-5640","dep.atilalira@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"57",0.634807086188033,0.485030042957481,"Augusto Carvalho","s.part.","DF",73655,"Titular",411,5830433,"AUGUSTO SILVEIRA DE CARVALHO","AUGUSTO CARVALHO","http://www.camara.gov.br/internet/deputado/bandep/73655.jpg","masculino","DF","SD",215,"3215-5215","dep.augustocarvalho@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"58",0.648748350627747,0.0192922039610628,"Augusto Coutinho","s.part.","PE",160665,"Suplente",528,5830811,"AUGUSTO RODRIGUES COUTINHO DE MELO","AUGUSTO COUTINHO ","http://www.camara.gov.br/internet/deputado/bandep/160665.jpg","masculino","PE","SD",373,"3215-5373","dep.augustocoutinho@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"59",0.547855048922997,0.0859243433492718,"Aureo","solidaried","RJ",160512,"Titular",290,5830465,"AUREO LIDIO MOREIRA RIBEIRO","AUREO","http://www.camara.gov.br/internet/deputado/bandep/160512.jpg","masculino","RJ","SD",212,"3215-5212","dep.aureo@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"60",-0.48182600115511,0.212750097749339,"Bacelar","ptn","BA",69871,"Titular",184,5830536,"JOAO CARLOS BACELAR BATISTA","BACELAR","http://www.camara.gov.br/internet/deputado/bandep/69871.jpg","masculino","BA","PTN",381,"3215-5381","dep.bacelar@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram","outros partidos",FALSE
"61",-0.122209821172874,-0.303116384055217,"Baleia Rossi","pmdb","SP",178975,"Titular",342,5830607,"LUIZ FELIPE BALEIA TENUTO ROSSI","BALEIA ROSSI","http://www.camara.gov.br/internet/deputado/bandep/178975.jpg","masculino","SP","PMDB",829,"3215-5829","dep.baleiarossi@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","pmdb","não assinaram","outros partidos",FALSE
